invoice_row,model_no,sku,handle,product_name,line,type,category,price_tier,retail_thb,retail_usd,cost_usd,weight_g,size_mm,material,metal_finish,stone,stock_qty,description_html,image_url_1,seo_title,seo_description,quote_text,invoice_image,notes
140,ORCB62,ORCB62,family-tree-charm,Family Tree Charm,A,Charm,Milestones & Sentiment,Signature,1200,39,5.62,2.3,25mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: White,10,"<p style=""font-family: Inter, sans-serif;"">Tree of life in a beaded hoop with rose gold hearts and a Family tag.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: White<br>
<strong>Size:</strong> 25mm<br>
<strong>Weight:</strong> 2.3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Family Tree Charm | Orloff of Denmark,Tree of life in a beaded hoop with rose gold hearts and a Family tag.,,img_0134.jpg,"Identified from the invoice photograph, confidence high"
141,ORCB63,ORCB63,puzzle-heart-charm,Puzzle Heart Charm,A,Charm,Milestones & Sentiment,Signature,1200,39,4.77,2.17,10mm,925 Sterling Silver,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Heart worked as a jigsaw with a gold puzzle piece lettered YOU.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 10mm<br>
<strong>Weight:</strong> 2.17g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Puzzle Heart Charm | Orloff of Denmark,Heart worked as a jigsaw with a gold puzzle piece lettered YOU.,,img_0135.jpg,"Identified from the invoice photograph, confidence high"
142,ORCB64,ORCB64,sunglasses-and-stiletto-charm,Sunglasses and Stiletto Charm,A,Charm,Travel & Lifestyle,Signature,1200,39,5.46,2.57,12mm,925 Sterling Silver+Enamel,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Black enamel sunglasses beside a red enamel high heel.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 2.57g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Sunglasses and Stiletto Charm | Orloff of Denmark,Black enamel sunglasses beside a red enamel high heel.,,img_0137.jpg,"Identified from the invoice photograph, confidence high"
143,ORCB65,ORCB65,flamingo-charm-pink,"Flamingo Charm, Pink",A,Charm,Animals,Signature,1200,39,5.64,1.95,30mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,+Enamel,10,"<p style=""font-family: Inter, sans-serif;"">Standing flamingo in graded pink enamel with pave detail.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> +Enamel<br>
<strong>Size:</strong> 30mm<br>
<strong>Weight:</strong> 1.95g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Flamingo Charm, Pink | Orloff of Denmark",Standing flamingo in graded pink enamel with pave detail.,,img_0136.jpg,"Identified from the invoice photograph, confidence high"
144,ORCB66,ORCB66,violin-charm,Violin Charm,A,Charm,Travel & Lifestyle,Classic,900,29,3.50,0.9,20mm,925 Sterling Silver+ Enamel,Rhodium Plated,,8,"<p style=""font-family: Inter, sans-serif;"">Violin in brown enamel with silver strings and pegs.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 20mm<br>
<strong>Weight:</strong> 0.9g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Violin Charm | Orloff of Denmark,Violin in brown enamel with silver strings and pegs.,,img_0138.jpg,"Identified from the invoice photograph, confidence high"
145,ORCB67,ORCB67,feather-charm,Feather Charm,A,Charm,Nature,Classic,900,29,3.88,0.98,20mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: White,10,"<p style=""font-family: Inter, sans-serif;"">Tapering feather with a beaded bow at the quill.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: White<br>
<strong>Size:</strong> 20mm<br>
<strong>Weight:</strong> 0.98g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Feather Charm | Orloff of Denmark,Tapering feather with a beaded bow at the quill.,,img_0139.jpg,"Identified from the invoice photograph, confidence medium. NEEDS CONFIRMATION"
146,ORCB70,ORCB70,witch-hat-charm,Witch Hat Charm,A,Charm,Milestones & Sentiment,Signature,1200,39,5.35,2.57,12mm,925 Sterling Silver+ Enamel,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Pointed hat in black enamel with applied silver stars.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 2.57g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Witch Hat Charm | Orloff of Denmark,Pointed hat in black enamel with applied silver stars.,,img_0140.jpg,"Identified from the invoice photograph, confidence high"
147,ORCB71,ORCB71,key-charm-red-enamel,"Key Charm, Red Enamel",A,Charm,Milestones & Sentiment,Classic,900,29,4.13,1.55,20mm,925 Sterling Silver+ Enamel,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Red enamel key over a rounded fob. Reads as a new home piece.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 20mm<br>
<strong>Weight:</strong> 1.55g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Key Charm, Red Enamel | Orloff of Denmark",Red enamel key over a rounded fob.,,img_0141.jpg,"Identified from the invoice photograph, confidence medium. NEEDS CONFIRMATION"
148,ORCB73,ORCB73,lucky-cat-charm,Lucky Cat Charm,A,Charm,Animals,Signature,1200,39,4.59,2.28,11mm,925 Sterling Silver+ Enamel,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Beckoning cat with red enamel ears and a coloured heart flower collar.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.28g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Lucky Cat Charm | Orloff of Denmark,Beckoning cat with red enamel ears and a coloured heart flower collar.,,img_0142.jpg,"Identified from the invoice photograph, confidence high"
149,ORCB74,ORCB74,elephant-charm-blue-enamel,"Elephant Charm, Blue Enamel",A,Charm,Animals,Signature,1200,39,5.13,2.9,14mm,925 Sterling Silver+ Enamel,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Walking elephant dangle patched with blue enamel.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 14mm<br>
<strong>Weight:</strong> 2.9g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Elephant Charm, Blue Enamel | Orloff of Denmark",Walking elephant dangle patched with blue enamel.,,img_0143.jpg,"Identified from the invoice photograph, confidence high"
150,ORCB76,ORCB76,treasure-chest-charm,Treasure Chest Charm,A,Charm,Travel & Lifestyle,Statement,1600,49,7.34,3.9,14mm,925 Sterling Silver+ Enamel,Rhodium Plated,,7,"<p style=""font-family: Inter, sans-serif;"">Domed chest in blue glitter enamel with silver scrollwork.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 14mm<br>
<strong>Weight:</strong> 3.9g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Treasure Chest Charm | Orloff of Denmark,Domed chest in blue glitter enamel with silver scrollwork.,,img_0144.jpg,"Identified from the invoice photograph, confidence high"
151,ORCB77,ORCB77,owl-charm-gold-heart,"Owl Charm, Gold Heart",A,Charm,Animals,Statement,1600,49,7.22,4.56,12mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,+Enamel,10,"<p style=""font-family: Inter, sans-serif;"">Turquoise enamel owl with blue stone eyes and a gold heart.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> +Enamel<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 4.56g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Owl Charm, Gold Heart | Orloff of Denmark",Turquoise enamel owl with blue stone eyes and a gold heart.,,img_0145.jpg,"Identified from the invoice photograph, confidence high"
152,ORCB78,ORCB78,mother-and-child-charm,Mother and Child Charm,A,Charm,Milestones & Sentiment,Signature,1200,39,5.80,2.07,10mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: white,10,"<p style=""font-family: Inter, sans-serif;"">Two rose gold figures forming a heart inside a pave ring.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: white<br>
<strong>Size:</strong> 10mm<br>
<strong>Weight:</strong> 2.07g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Mother and Child Charm | Orloff of Denmark,Two rose gold figures forming a heart inside a pave ring.,,img_0146.jpg,"Identified from the invoice photograph, confidence high"
153,ORCB79,ORCB79,safety-chain,Safety Chain,A,Charm,Spacers & Clips,Statement,1600,49,9.30,5,12mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: white,10,"<p style=""font-family: Inter, sans-serif;"">Two pave heart clips joined by a silver chain. Functional, not decorative.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: white<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Safety Chain | Orloff of Denmark,Two pave heart clips joined by a silver chain.,,img_0147.jpg,"Identified from the invoice photograph, confidence high"
154,ORCB80,ORCB80,sea-turtle-charm,Sea Turtle Charm,A,Charm,Animals,Signature,1200,39,4.87,2,21mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: Blue,10,"<p style=""font-family: Inter, sans-serif;"">Silver turtle over a disc set with blue stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Blue<br>
<strong>Size:</strong> 21mm<br>
<strong>Weight:</strong> 2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Sea Turtle Charm | Orloff of Denmark,Silver turtle over a disc set with blue stones.,,img_0148.jpg,"Identified from the invoice photograph, confidence high"
155,ORCB81,ORCB81,i-love-you-heart-charm,I Love You Heart Charm,A,Charm,Milestones & Sentiment,Signature,1200,39,4.59,2.35,9mm,925 Sterling Silver + AAAA,Rhodium Plated,CZ+Enamel,10,"<p style=""font-family: Inter, sans-serif;"">Turquoise enamel heart lettered I Love you with white daisies.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> CZ+Enamel<br>
<strong>Size:</strong> 9mm<br>
<strong>Weight:</strong> 2.35g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,I Love You Heart Charm | Orloff of Denmark,Turquoise enamel heart lettered I Love you with white daisies.,,img_0149.jpg,"Identified from the invoice photograph, confidence high"
156,ORCB82,ORCB82,rainbow-heart-charm,Rainbow Heart Charm,A,Charm,Milestones & Sentiment,Signature,1200,39,5.50,2.35,9mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: Muti-color,10,"<p style=""font-family: Inter, sans-serif;"">Openwork heart with arcs of blue, green, amber and red stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Muti-color<br>
<strong>Size:</strong> 9mm<br>
<strong>Weight:</strong> 2.35g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Rainbow Heart Charm | Orloff of Denmark,"Openwork heart with arcs of blue, green, amber and red stones.",,img_0150.jpg,"Identified from the invoice photograph, confidence high"
157,ORCB83,ORCB83,corgi-charm,Corgi Charm,A,Charm,Animals,Signature,1200,39,5.21,2.5,12mm,925 Sterling Silver + AAAA,Rhodium Plated,CZ+Enamel,10,"<p style=""font-family: Inter, sans-serif;"">Dog's face in yellow and brown enamel with a pave blaze and bow tie.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> CZ+Enamel<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 2.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Corgi Charm | Orloff of Denmark,Dog's face in yellow and brown enamel with a pave blaze and bow tie.,,img_0151.jpg,"Identified from the invoice photograph, confidence high"
158,ORCB84,ORCB84,dog-kennel-charm,Dog Kennel Charm,A,Charm,Animals,Signature,1200,39,4.87,2.5,16mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: Purple,10,"<p style=""font-family: Inter, sans-serif;"">Kennel with a sleeping dog and a pink heart stone.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Purple<br>
<strong>Size:</strong> 16mm<br>
<strong>Weight:</strong> 2.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Dog Kennel Charm | Orloff of Denmark,Kennel with a sleeping dog and a pink heart stone.,,img_0152.jpg,"Identified from the invoice photograph, confidence high"
159,ORCB85,ORCB85,puppy-face-charm,Puppy Face Charm,A,Charm,Animals,Signature,1200,39,4.81,2.5,11mm,925 Sterling Silver + Enamel,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Puppy's face in brown and white enamel with floppy ears.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Puppy Face Charm | Orloff of Denmark,Puppy's face in brown and white enamel with floppy ears.,,img_0153.jpg,"Identified from the invoice photograph, confidence high"
160,ORCB86,ORCB86,dachshund-charm,Dachshund Charm,A,Charm,Animals,Signature,1200,39,5.69,2.3,21mm,925 Sterling Silver + Enamel,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Spotted dachshund dangle with a gold collar and tail heart.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 21mm<br>
<strong>Weight:</strong> 2.3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Dachshund Charm | Orloff of Denmark,Spotted dachshund dangle with a gold collar and tail heart.,,img_0154.jpg,"Identified from the invoice photograph, confidence high"
161,ORCB88,ORCB88,faceted-glass-charm-red,"Faceted Glass Charm, Red",A,Charm,Sparkle & Classic,Classic,900,29,3.36,2,12mm,925 Sterling Silver,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Faceted red glass bead with a silver core.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Faceted Glass Charm, Red | Orloff of Denmark",Faceted red glass bead with a silver core.,,img_0155.jpg,"Identified from the invoice photograph, confidence high"
162,ORCB89,ORCB89,snowman-charm,Snowman Charm,A,Charm,Milestones & Sentiment,Signature,1200,39,5.88,3,22mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: Blue+Red,10,"<p style=""font-family: Inter, sans-serif;"">Snowman in a gold hat and scarf with a gold snowflake dangle.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Blue+Red<br>
<strong>Size:</strong> 22mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Snowman Charm | Orloff of Denmark,Snowman in a gold hat and scarf with a gold snowflake dangle.,,img_0156.jpg,"Identified from the invoice photograph, confidence high"
163,ORCB100,ORCB100,star-pave-charm-purple,"Star Pave Charm, Purple",A,Charm,Sparkle & Classic,Signature,1200,39,6.25,2.5,8mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: White+Purple,9,"<p style=""font-family: Inter, sans-serif;"">Pave bead set with two purple star stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: White+Purple<br>
<strong>Size:</strong> 8mm<br>
<strong>Weight:</strong> 2.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Star Pave Charm, Purple | Orloff of Denmark",Pave bead set with two purple star stones.,,img_0157.jpg,"Identified from the invoice photograph, confidence high"
164,ORCB101,ORCB101,sweet-wrapper-charm,Sweet Wrapper Charm,A,Charm,Travel & Lifestyle,Statement,1600,49,7.02,2.8,8mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: Muti-color,10,"<p style=""font-family: Inter, sans-serif;"">Wrapped sweet with a spiral of yellow, purple and red stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Muti-color<br>
<strong>Size:</strong> 8mm<br>
<strong>Weight:</strong> 2.8g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Sweet Wrapper Charm | Orloff of Denmark,"Wrapped sweet with a spiral of yellow, purple and red stones.",,img_0158.jpg,"Identified from the invoice photograph, confidence high"
165,ORCB102,ORCB102,star-charm-purple-centre,"Star Charm, Purple Centre",A,Charm,Sparkle & Classic,Signature,1200,39,6.46,2.5,10mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: White+Purple,10,"<p style=""font-family: Inter, sans-serif;"">Pave star with a purple star stone at its centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: White+Purple<br>
<strong>Size:</strong> 10mm<br>
<strong>Weight:</strong> 2.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Star Charm, Purple Centre | Orloff of Denmark",Pave star with a purple star stone at its centre.,,img_0159.jpg,"Identified from the invoice photograph, confidence high"
166,ORCB103,ORCB103,rainbow-egg-charm,Rainbow Egg Charm,A,Charm,Sparkle & Classic,Statement,1600,49,7.02,2.8,22mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: Muti-color,10,"<p style=""font-family: Inter, sans-serif;"">Egg shaped dangle set with rainbow coloured stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: Muti-color<br>
<strong>Size:</strong> 22mm<br>
<strong>Weight:</strong> 2.8g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Rainbow Egg Charm | Orloff of Denmark,Egg shaped dangle set with rainbow coloured stones.,,img_0160.jpg,"Identified from the invoice photograph, confidence high"
167,ORCB104,ORCB104,ribbon-bow-charm-red-heart,"Ribbon Bow Charm, Red Heart",A,Charm,Milestones & Sentiment,Signature,1200,39,6.00,3,15mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: White+Red,8,"<p style=""font-family: Inter, sans-serif;"">Pave ribbon tied in a bow with a red heart stone dangle.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: White+Red<br>
<strong>Size:</strong> 15mm<br>
<strong>Weight:</strong> 3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Ribbon Bow Charm, Red Heart | Orloff of Denmark",Pave ribbon tied in a bow with a red heart stone dangle.,,img_0161.jpg,"Identified from the invoice photograph, confidence high"
168,ORCB106,ORCB106,angel-charm-pink-heart,"Angel Charm, Pink Heart",A,Charm,Milestones & Sentiment,Signature,1200,39,5.17,2.5,13mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: White+Pink,10,"<p style=""font-family: Inter, sans-serif;"">Winged angel with a halo above a pink heart stone in a pave frame.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: White+Pink<br>
<strong>Size:</strong> 13mm<br>
<strong>Weight:</strong> 2.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Angel Charm, Pink Heart | Orloff of Denmark",Winged angel with a halo above a pink heart stone in a pave frame.,,img_0162.jpg,"Identified from the invoice photograph, confidence high"
169,ORCB107,ORCB107,graduation-owl-charm,Graduation Owl Charm,A,Charm,Milestones & Sentiment,Signature,1200,39,6.13,2.5,11mm,925 Sterling Silver + AAAA CZ,Rhodium Plated,Stone: White+Blue,9,"<p style=""font-family: Inter, sans-serif;"">Owl in a mortarboard with a blue pear stone and a small key.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Stone:</strong> Stone: White+Blue<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,Graduation Owl Charm | Orloff of Denmark,Owl in a mortarboard with a blue pear stone and a small key.,,img_0163.jpg,"Identified from the invoice photograph, confidence high"
170,ORCB108,ORCB108,unicorn-charm-gold-mane,"Unicorn Charm, Gold Mane",A,Charm,Animals,Classic,900,29,4.26,1.5,21mm,925 Sterling Silver,Rhodium Plated,,10,"<p style=""font-family: Inter, sans-serif;"">Prancing unicorn with a gold horn, mane and tail.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Rhodium Plated<br>
<strong>Size:</strong> 21mm<br>
<strong>Weight:</strong> 1.5g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>",,"Unicorn Charm, Gold Mane | Orloff of Denmark","Prancing unicorn with a gold horn, mane and tail.",,img_0164.jpg,"Identified from the invoice photograph, confidence high"
